frozen_case_pair_key,id_a,id_b,pair_lo,pair_hi,intervention,chemical_class,geometry_tier,topology,Dimensionality,metals_a,metals_b,metal_site_count_a_x,metal_site_count_b_x,metal_site_count_ratio,Di_diff,Df_diff,Dif_diff,Density_diff,UC_volume_diff,AVAf_diff,POAVAf_diff,member_path_a,status_a,metal_a,metal_site_count_a_y,default_signature_a,geometry_signature_a,within_framework_stable_a,default_warning_count_a,geometry_warning_count_a,failed_site_count_a,error_a,member_path_b,status_b,metal_b,metal_site_count_b_y,default_signature_b,geometry_signature_b,within_framework_stable_b,default_warning_count_b,geometry_warning_count_b,failed_site_count_b,error_b,coordination_class,metal_site_count_a,metal_site_count_b,linker_cluster_a,linker_cluster_b,functional_cluster_a,functional_cluster_b,variant_a,variant_b,variant_lo,variant_hi,transition,evidence_unit_id,dependence_family_id,reuse_count_a,reuse_count_b,maximum_endpoint_reuse,target,T/K,p/bar,uptake_a,stdev_a,uptake_b,stdev_b,outcome_complete,reported_stdev_valid_a,reported_stdev_valid_b,both_stdev_valid,raw_delta_b_minus_a,absolute_pair_difference,source_rows,minimum_positive_uptake,epsilon_primary,epsilon_sensitivity,uptake_q1,uptake_q3,robust_scale_iqr_over_1_349,absolute_uptake_difference,absolute_log_difference,absolute_log_difference_sensitivity,standardized_absolute_difference,pair_key
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,landfill_CH4,338.0,0.01,0.012093,0.002893,0.011819,0.00285,True,True,True,True,-0.0002739999999999,0.0002739999999999,279610,1e-06,1e-08,9.999999999999999e-10,0.009666,0.017173,0.0055648628613788,0.0002739999999999,0.0229183476024479,0.0229183648559745,0.0492375116557879,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,landfill_CH4,338.0,4.4,1.787122,0.04977,1.646456,0.051989,True,True,True,True,-0.1406660000000001,0.1406660000000001,279610,1e-06,1e-08,9.999999999999999e-10,1.25872725,1.8114855,0.4097540770941437,0.1406660000000001,0.0819814050892312,0.0819814055194876,0.3432937165569221,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,landfill_CO2,338.0,0.26,0.321257,0.058549,0.267386,0.040702,True,True,True,True,-0.053871,0.053871,279610,4e-06,4e-08,3.9999999999999994e-09,0.247956,0.704353,0.3383224610822832,0.053871,0.1835480934934714,0.1835481160704701,0.1592297473471561,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,landfill_CO2,338.0,3.2,2.845885,0.381762,1.906035,0.185863,True,True,True,True,-0.93985,0.93985,279610,4e-06,4e-08,3.9999999999999994e-09,2.650561,5.085138499999999,1.8047275759822088,0.93985,0.4008489162036411,0.4008489224411736,0.5207711194242123,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,methane_purification_CH4,298.0,0.9,0.511457,0.035994,0.55521,0.0561,True,True,True,True,0.0437529999999999,0.0437529999999999,279609,2e-06,2e-08,1.9999999999999997e-09,0.527931,1.193629,0.4934751667902149,0.0437529999999999,0.0820829020894668,0.0820829048628758,0.0886630228722332,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,methane_purification_CH4,298.0,9.0,4.820857,0.220305,4.686256,0.206325,True,True,True,True,-0.1346009999999999,0.1346009999999999,279610,4e-06,4e-08,3.9999999999999994e-09,3.93594425,5.77881075,1.3660982209043735,0.1346009999999999,0.0283177434407821,0.0283177436552688,0.0985295185516693,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,methane_purification_CO2,298.0,0.1,0.191091,0.020081,0.214609,0.026289,True,True,True,True,0.0235179999999999,0.0235179999999999,279609,4e-06,4e-08,3.9999999999999994e-09,0.22937,0.816658,0.4353506300963677,0.0235179999999999,0.116067990492737,0.1160680111377248,0.0540208245358324,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,methane_purification_CO2,298.0,1.0,1.826457,0.113926,1.155214,0.142292,True,True,True,True,-0.671243,0.671243,279610,4e-06,4e-08,3.9999999999999994e-09,1.85381575,3.8324775,1.4667618606375092,0.671243,0.458092403760214,0.4580924152129793,0.457635978964065,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,methane_storage_CH4,298.0,5.8,3.002221,0.098537,3.085372,0.17402,True,True,True,True,0.0831509999999999,0.0831509999999999,279610,5e-06,5e-08,5e-09,3.10265825,5.1876215,1.5455620830244623,0.0831509999999999,0.0273198850174058,0.0273198854213578,0.0537998446735212,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,methane_storage_CH4,298.0,65.0,32.684095,0.3683,31.852982,0.43347,True,True,True,True,-0.8311129999999984,0.8311129999999984,279610,4e-06,4e-08,3.9999999999999994e-09,10.7545755,19.84731525,6.740355633802818,0.8311129999999984,0.0257575640981575,0.0257575641268963,0.1233040280296153,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,Cu <-> Zn,evidence_4c260b81d60bc7c0,family_279c8d900a8852ee,1,1,1,post_combustion_CO2,298.0,0.015,0.058534,0.050561,0.053291,0.011943,True,True,True,True,-0.005243,0.005243,279610,3e-06,3.0000000000000004e-08,3e-09,0.057355,0.15771675,0.0743971460340993,0.005243,0.0938402701861225,0.0938403155678777,0.0704731334397816,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33
